model,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,n_samples,n_folds
XGBoost,0.8990675593420923,0.039420252059353414,0.5494826406463874,0.09247306613269966,0.334923652697506,0.04733328305269553,733,10
