logKd,MPs types,Ageing_Status,Water Type,Plastic Density,SSA,Particle Size,LogKow,E,S,A,B,V,PH,Salinity,Temperature
2.47,PVC,Pristine,DI,1.4,,75.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
3.65,PE,Pristine,SF,0.95,2.088,154.35,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
3.8,PE,Pristine,F,0.95,2.088,154.35,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
3.57,PE,Pristine,SF,0.95,2.088,154.35,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
3.89,PE,Pristine,F,0.95,2.088,154.35,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.22,PE,Pristine,SF,0.95,2.088,154.35,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.3,PE,Pristine,F,0.95,2.088,154.35,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
4.82,PE,Pristine,SF,0.95,2.088,154.35,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
4.82,PE,Pristine,F,0.95,2.088,154.35,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
3.62,PE,Pristine,SF,0.95,0.248,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
3.55,PE,Pristine,F,0.95,0.248,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
3.8,PE,Pristine,SF,0.95,0.248,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
3.68,PE,Pristine,F,0.95,0.248,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.02,PE,Pristine,SF,0.95,0.248,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.03,PE,Pristine,F,0.95,0.248,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
4.32,PE,Pristine,SF,0.95,0.248,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
4.19,PE,Pristine,F,0.95,0.248,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
3.92,PE,Pristine,SF,0.95,0.66,219.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
4.04,PE,Pristine,F,0.95,0.66,219.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
4.0,PE,Pristine,SF,0.95,0.66,219.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
4.3,PE,Pristine,F,0.95,0.66,219.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.09,PE,Pristine,SF,0.95,0.66,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.56,PE,Pristine,F,0.95,0.66,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
4.94,PE,Pristine,SF,0.95,0.66,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
4.63,PE,Pristine,F,0.95,0.66,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
4.12,PE,Pristine,SF,0.95,5.781,219.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
3.98,PE,Pristine,F,0.95,5.781,219.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
3.98,PE,Pristine,SF,0.95,5.781,219.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
3.81,PE,Pristine,F,0.95,5.781,219.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.15,PE,Pristine,SF,0.95,5.781,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.56,PE,Pristine,F,0.95,5.781,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
5.12,PE,Pristine,SF,0.95,5.781,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
5.12,PE,Pristine,F,0.95,5.781,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
4.05,PET,Pristine,SF,1.38,0.164,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
4.08,PET,Pristine,F,1.38,0.164,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
4.08,PET,Pristine,SF,1.38,0.164,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
4.12,PET,Pristine,F,1.38,0.164,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.39,PET,Pristine,SF,1.38,0.164,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.05,PET,Pristine,F,1.38,0.164,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
4.98,PET,Pristine,SF,1.38,0.164,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
4.99,PET,Pristine,F,1.38,0.164,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
3.47,PP,Pristine,SF,0.9,,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
3.44,PP,Pristine,F,0.9,,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
3.65,PP,Pristine,SF,0.9,,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
3.59,PP,Pristine,F,0.9,,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
3.7,PP,Pristine,SF,0.9,,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
3.74,PP,Pristine,F,0.9,,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
3.77,PP,Pristine,SF,0.9,,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
3.83,PP,Pristine,F,0.9,,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
2.93,PLA,Pristine,SF,1.25,0.094,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
2.99,PLA,Pristine,F,1.25,0.094,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
2.85,PLA,Pristine,SF,1.25,0.094,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
2.86,PLA,Pristine,F,1.25,0.094,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
2.92,PLA,Pristine,SF,1.25,0.094,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
2.92,PLA,Pristine,F,1.25,0.094,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
3.12,PLA,Pristine,SF,1.25,0.094,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
3.13,PLA,Pristine,F,1.25,0.094,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
3.89,PE,Pristine,SS,0.95,0.129,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.65,PE,Pristine,SS,0.95,0.042,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.42,PE,Pristine,SS,0.95,0.027,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.92,PE,Pristine,SS,0.95,0.248,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.89,PE,Pristine,SS,0.95,0.107,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.81,PE,Pristine,SS,0.95,0.085,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.42,PE,Pristine,SS,0.95,0.129,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
1.76,PA,Pristine,SS,1.14,0.129,220.0,1.51,0.81,0.89,0.6,0.3,0.7751,8.1,0.5,25.0
3.41,PA,Pristine,SS,1.14,,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.38,PA,Pristine,SS,1.14,,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
1.53,PA,Pristine,SS,1.14,,220.0,1.51,0.81,0.89,0.6,0.3,0.7751,8.1,0.5,25.0
4.18,PE,Pristine,DI,0.95,0.352,50.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
2.01,PE,Pristine,DI,0.95,0.352,50.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
2.55,PE,Pristine,DI,0.95,0.352,50.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
4.06,PE,Pristine,DI,0.92,1.579,12.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
1.57,PE,Pristine,DI,0.92,1.579,12.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
2.87,PE,Pristine,DI,0.92,1.579,12.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
4.35,PVC,Pristine,DI,1.38,3.944,2.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
2.97,PVC,Pristine,DI,1.38,3.944,2.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
3.06,PVC,Pristine,DI,1.38,3.944,2.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
4.25,PP,Pristine,DI,0.91,3.327,59.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
3.19,PP,Pristine,DI,0.91,3.327,59.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
4.05,PP,Pristine,DI,0.91,3.327,59.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
2.8,PS,Pristine,DI,1.06,0.482,261.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
2.26,PS,Pristine,DI,1.06,0.482,261.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
2.79,PS,Pristine,DI,1.06,0.482,261.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
3.02,PP,Pristine,SS,0.9,,637.5,6.57,1.94,1.44,0.0,0.11,1.8138,8.1,0.6,25.0
2.7,PP,Pristine,DI,0.9,,637.5,6.57,1.94,1.44,0.0,0.11,1.8138,7.0,0.0,25.0
3.06,PA,Pristine,DI,1.14,0.3,350.0,3.94,1.8,1.77,0.86,1.1,2.1988,7.0,0.0,25.0
3.29,PA,Pristine,SS,1.14,0.3,350.0,3.94,1.8,1.77,0.86,1.1,2.1988,8.1,0.6,25.0
3.1,PA,Pristine,DI,1.14,0.3,350.0,4.12,2.01,2.34,0.98,1.23,2.3946,7.0,0.0,25.0
3.02,PA,Pristine,SS,1.14,0.3,350.0,4.12,2.01,2.34,0.98,1.23,2.3946,8.1,0.6,25.0
2.72,PA,Pristine,DI,1.14,0.3,350.0,2.81,1.97,1.74,1.06,1.63,2.2575,7.0,0.0,25.0
2.77,PA,Pristine,SS,1.14,0.3,350.0,2.81,1.97,1.74,1.06,1.63,2.2575,8.1,0.6,25.0
5.18,PBS,Pristine,DI,1.26,0.04,175.0,4.93,2.81,1.71,0.0,0.28,1.5846,6.0,0.03,25.0
4.28,PBS,Pristine,DI,1.26,0.04,175.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.03,25.0
2.26,PS,Pristine,DI,1.05,0.19,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
2.81,PBS,Pristine,DI,1.26,0.04,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
1.94,PBS,Pristine,DI,1.26,0.04,175.0,2.82,1.22,1.29,0.17,1.01,1.6196,6.0,0.03,25.0
5.21,PCL,Pristine,DI,1.15,,175.0,4.93,2.81,1.71,0.0,0.28,1.5846,6.0,0.03,25.0
4.56,PCL,Pristine,DI,1.15,,175.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.03,25.0
2.95,PBS,Pristine,DI,1.26,0.04,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
2.77,PCL,Pristine,DI,1.15,,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
1.82,PCL,Pristine,DI,1.15,,175.0,2.82,1.22,1.29,0.17,1.01,1.6196,6.0,0.03,25.0
3.03,PCL,Pristine,DI,1.15,,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
3.03,PU,Pristine,DI,1.2,0.1,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
1.95,PU,Pristine,DI,1.2,0.1,175.0,2.82,1.22,1.29,0.17,1.01,1.6196,6.0,0.03,25.0
4.11,PS,Pristine,DI,1.05,0.19,175.0,4.93,2.81,1.71,0.0,0.28,1.5846,6.0,0.03,25.0
2.8,PS,Pristine,DI,1.05,0.19,175.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.03,25.0
3.27,PU,Pristine,DI,1.2,0.1,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
2.79,PS,Pristine,DI,1.05,0.19,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
3.91,PS,Pristine,DI,1.05,19.48,0.055,-0.31,1.98,2.5,0.05,2.39,2.2724,6.0,0.03,25.0
3.95,PS,Pristine,DI,1.05,19.48,0.055,-0.31,1.98,2.5,0.05,2.39,2.2724,6.0,0.03,25.0
0.19,PE,Pristine,DI,0.92,0.3884,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
0.17,PE,Pristine,DI,0.92,0.3884,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.14,PE,Pristine,DI,0.92,0.3884,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-0.73,PE,Pristine,DI,0.92,0.3884,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-0.56,PE,Pristine,DI,0.92,0.3884,94.0,-1.28,3.7,3.22,1.77,3.35,3.2197,7.5,0.03,25.0
1.66,PE,Pristine,DI,0.92,0.3884,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.39,PE,Pristine,DI,0.92,0.3884,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
-0.18,PE,Pristine,DI,0.94,0.3548,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
0.12,PE,Pristine,DI,0.94,0.3548,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.3,PE,Pristine,DI,0.94,0.3548,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-1.02,PE,Pristine,DI,0.94,0.3548,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-0.72,PE,Pristine,DI,0.94,0.3548,94.0,-0.81,0.72,0.84,0.57,1.02,0.7693,7.5,0.03,25.0
-1.05,PP,Pristine,DI,0.9,0.4836,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
0.19,PP,Pristine,DI,0.9,0.4836,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.33,PP,Pristine,DI,0.9,0.4836,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-0.74,PP,Pristine,DI,0.9,0.4836,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-1.05,PP,Pristine,DI,0.9,0.4836,94.0,-0.81,0.72,0.84,0.57,1.02,0.7693,7.5,0.03,25.0
0.19,PP,Pristine,DI,0.9,0.4836,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.29,PP,Pristine,DI,0.9,0.4836,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
-0.15,PVC,Pristine,DI,1.4,0.6929,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
-0.25,PVC,Pristine,DI,1.4,0.6929,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.26,PVC,Pristine,DI,1.4,0.6929,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-0.85,PVC,Pristine,DI,1.4,0.6929,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-0.85,PVC,Pristine,DI,1.4,0.6929,94.0,-0.81,0.72,0.84,0.57,1.02,0.7693,7.5,0.03,25.0
-0.85,PVC,Pristine,DI,1.4,0.6929,94.0,-1.28,3.7,3.22,1.77,3.35,3.2197,7.5,0.03,25.0
1.35,PVC,Pristine,DI,1.4,0.6929,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.41,PVC,Pristine,DI,1.4,0.6929,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.09,PE,Pristine,DI,0.92,,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.36,PE,Pristine,DI,0.92,,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.41,PE,Pristine,DI,0.92,,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
1.97,PP,Pristine,DI,0.93,0.0004,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.45,PP,Pristine,DI,0.93,0.0004,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.51,PP,Pristine,DI,0.93,0.0004,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.56,PA,Pristine,DI,1.12,0.0017,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.67,PA,Pristine,DI,1.12,0.0017,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.73,PA,Pristine,DI,1.12,0.0017,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.32,PS,Pristine,DI,0.85,0.0054,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.59,PS,Pristine,DI,0.85,0.0054,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.64,PS,Pristine,DI,0.85,0.0054,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.51,PA,Pristine,DI,1.14,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.46,PE,Pristine,DI,0.95,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.49,PS,Pristine,DI,1.05,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.49,PET,Pristine,DI,1.38,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.59,PVC,Pristine,DI,1.4,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.44,PP,Pristine,DI,0.9,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
2.77,PE,Pristine,DI,0.95,1.0159,161.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
2.95,PP,Pristine,DI,0.9,0.2218,218.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
3.38,PS,Pristine,DI,1.05,1.9241,103.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
3.91,PVC,Pristine,DI,1.4,2.6334,120.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
0.85,PE,Pristine,SS,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
1.18,PE,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
3.31,PE,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
1.12,PE,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.82,PE,Pristine,SS,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.49,PE,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.44,PE,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
1.07,PE,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
0.18,PE,Pristine,SS,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.63,PE,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.5,PE,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.51,PE,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
0.92,PE,Pristine,SS,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
1.1,PE,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
3.25,PE,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
1.07,PE,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.38,PE,Pristine,SS,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.4,PE,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.45,PE,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
1.04,PE,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
-0.24,PE,Pristine,SS,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.61,PE,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.42,PE,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.09,PE,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
0.76,PS,Pristine,SS,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
0.91,PS,Pristine,SF,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
3.16,PS,Pristine,SF,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
0.94,PS,Pristine,SF,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.42,PS,Pristine,SS,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.47,PS,Pristine,SF,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.42,PS,Pristine,SF,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
1.1,PS,Pristine,SF,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
0.23,PS,Pristine,SS,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.4,PS,Pristine,SF,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.72,PS,Pristine,SF,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.87,PS,Pristine,SF,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
0.18,PP,Pristine,SS,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
0.35,PP,Pristine,SF,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
2.74,PP,Pristine,SF,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
0.61,PP,Pristine,SF,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.16,PP,Pristine,SS,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.04,PP,Pristine,SF,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.19,PP,Pristine,SF,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
0.4,PP,Pristine,SF,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
-0.2,PP,Pristine,SS,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.23,PP,Pristine,SF,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.13,PP,Pristine,SF,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.16,PP,Pristine,SF,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
3.1,PBS,Pristine,DI,1.26,0.601,112.5,2.94,1.68,1.79,0.0,1.24,2.1452,7.0,0.03,25.0
2.36,PE,Pristine,DI,0.95,0.553,112.5,2.94,1.68,1.79,0.0,1.24,2.1452,7.0,0.03,25.0
2.32,PVC,Pristine,DI,1.4,0.144,112.5,2.94,1.68,1.79,0.0,1.24,2.1452,7.0,0.03,25.0
3.94,PE,Pristine,SF,0.95,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.002,23.0
4.09,PE,Pristine,SS,0.95,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,23.0
2.39,PP,Pristine,SF,0.9,,2000.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.002,23.0
2.53,PP,Pristine,SS,0.9,,2000.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,23.0
3.87,POM,Pristine,SF,1.41,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.002,23.0
4.02,POM,Pristine,SS,1.41,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,23.0
-0.04,PP,Pristine,DI,0.9,,4000.0,1.43,0.02,0.28,0.0,0.54,0.8718,7.3,0.014,22.0
0.29,PP,Pristine,DI,0.9,,4000.0,1.92,0.0,0.22,0.0,0.54,1.0127,7.3,0.014,22.0
0.45,PP,Pristine,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
