model,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,n_samples,n_folds
XGBoost,0.8966603737064359,0.04042295362184436,0.5564552320867968,0.09909148345634847,0.33491658751688347,0.039345049789446813,733,10
